Holdin' On,G,G,Bb_M7,Dm,Dm,Dm,Am,F_s6,G,G,Bb_M7,Dm,Dm,Dm,Am,F_s6,G,G,Bb_M7,Dm,Dm,Dm,Am,F_s6,G,G,Bb_M7,Dm,Dm,Dm,Am,F_s6,G
Home,F,F,F,F,F,F,F,F,Am,Am,Am,Am,G,G,G,G,F,F,F,F,F,F,G,G,Am,Am,Am,Am,G,G,G,G,F
I Could Be The One,Am,Am,C,C,F,F,G,G,Dm,Dm,Em,Em,F,F,G,G,Am,Am,C,C,F,F,G,G,Dm,Dm,Em,Em,F,F,G,G,Am
Language,F_2,F_2,F_2,F_2,F_2,F_2,F_2,F_2,Am_7,Am_7,G,G,Em,Em,F_2,F_2,F_2,F_2,F_2,F_2,F_2,F_2,F_2,F_2,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,F
Levels,Am,Am,C,C,G,G,F,F,Am,Am,C,C,G,G,F,F,Am,Am,C,C,G,G,F,F,Am,Am,C,C,G,G,F,F,Am
Love Is Gone,Am,Am,Am,Am,Am,Am,Am,Am,Em_s4,Em_s4,Em_s4,Em_s4,Em,Em,Em,Em,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,F,F,F,F,F,F,G,G,Am
Lunar - 1,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,G_6,G_6,G_6,G_6,G_6,G_6,G_6,G_6,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Em_7,Em_7,Em_7,Em_7,Em_7,Em_7,Em_7,Em_7,F
Lunar - 2,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,G_6,G_6,G_6,G_6,G_6,G_6,G_6,G_6,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,C_2,C_2,C_2,C_2,C_2,C_2,C_2,C_2,F
Million Voices,C,C,C,C,Em/B,Em/B,Em/B,Em/B,Am,Am,Am,Am,F,F,F,F,C,C,C,C,Em/B,Em/B,Em/B,Em/B,Am,Am,Am,Am,F,F,F,F,C
Never Be Like You,C,C,Dm,Dm,F,F,F,F,C,C,Dm,Dm,F,F,F,F,C,C,Dm,Dm,F,F,F,F,C,C,Dm,Dm,F,F,F,F,C
Nobody To Love,F,F,F,F,G,G,G,C,C,C,C,C,C,C,C,C,C/E,C/E,C/E,F,F,F,F,F,C/E,C/E,C/E,G_9_s4,G_9_s4,G_9_s4,G_9_s4,G_9_s4,C
I'm Not Alone,Dm,Dm,Em,Em,F,F,F,F,Am,Am,C,C,F,F,F,F,Dm,Dm,Em,Em,F,F,F,F,Am,Am,C,C,F,F,F,F,Dm
Pjanoo,Am,G,F,F,F,G,Dm,Dm,Dm,Em,F,F,F,G,Am,Am,Am,G,F,F,F,G,Dm,Dm,Dm,Em,F,F,F,G,Am,Am,Am
Right Here Right Now,Dm,Dm,C/E,C/E,C,C,G/B,G/B,Dm,Dm,C/E,C/E,C,C,G/B,G/B,Dm,Dm,C/E,C/E,C,C,G/B,G/B,Dm,Dm,C/E,C/E,C,C,G/B,G/B,Dm
Say My Name,Dm_7,Dm_7,Dm_7,Dm_7,F,F,F,F,Am_7,Am_7,Am_7,Am_7,G,G,G,G,Dm_7,Dm_7,Dm_7,Dm_7,F,F,F,F,Am_7,Am_7,Am_7,Am_7,G,G,G,G,Dm
Seek Bromance,C,C,C,C_s2,G,G,G,G,Em,Em,Am,Am,Am,Am,G/B,G/B,C,C,C,C_s2,G,G,G,G,Em,Em,Am,Am,Am,Am,G/B,G/B,C
Sexy Bitch,Am,Am,C,C,F,F,C,C,Am,Am,C,C,F,F,C,C,Am,Am,C,C,F,F,C,C,Am,Am,C,C,F,F,C,C,Am
She Wolf Falling To Pieces,Dm,Dm,Am_s4/D,Dm,Am,Am,Am_s4,Am,C,C,C,C,G_s4,G_s4,G,G,Dm,Dm,Am_s4/D,Dm,Am,Am,Am_s4,Am,C,C,C,C,G_s4,G_s4,G,G,Dm
Shelter,Am_7,Am_7,G,G,F_s2,F_s2,C/E,C/E,Dm_7,Dm_7,Dm_7,Dm_7,G_7_s4,G_7_s4,G_7_s4,G_7_s4,Am_7,Am_7,G,G,F_s2,F_s2,C/E,C/E,Dm_7,Dm_7,Dm_7,Dm_7,G_7_s4,G_7_s4,G_7_s4,G_7_s4,Am
Slide,F_M7,F_M7,F_M7,F_M7,Em_7,Em_7,Am_7,Am_7,Dm_9,Dm_9,Dm_9,Dm_9,Em_7,Em_7,F_M7,F_M7,F_M7,F_M7,F_M7,F_M7,Em_7,Em_7,Am_7,Am_7,Dm_9,Dm_9,Dm_9,Dm_9,Em_7,Em_7,F_M7,F_M7,F
Sorry,F,F,Am_7,Am_7,G,G,G,G,F,F,Am_7,Am_7,G,G,G,G,F,F,Am_7,Am_7,G,G,G,G,Dm,Dm,Dm,Dm,F,F,G,G,F
Strobe - 1,Am,Am,Am,Am,Dm,Dm,F,F,F,F,F,F,F,F,F,F,C_6,C_6,C_6,C_6,G,G,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am_7,Am
Strobe - 2,Am,Am,Am,Am,Dm,Dm,F,F,F,F,F,F,F,F,F,F,C_6,C_6,C_6,C_6,G,G,Am,Am,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am_7,Am,Am
Summit - 1,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,Am
Summit - 2,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,F,F,F,F,G,G,G,G,Am,Am,Am,Am,Am,Am,Am,Am,Am
Sweet Nothing,F,F,F,F,C,C,C,C,Am,Am,Am,Am,G,G,G,G,F,F,F,F,C,C,C,C,Am,Am,Am,Am,G,G,G,G,F
Take Over Control,Am,Am,G,G,C,C,C,C,Em/B,Em/B,G,G,Am,Am,Am,Am,Am,Am,G,G,C,C,C,C,Em,Em,G,G,Am,Am,Am,Am,Am
Take U There,C,C,C,C,F_s6,F_s6,F_s6,F_s6,Am,Am,Am,Am,Am,Am,Am,Am,C,C,C,C,F_s6,F_s6,F_s6,F_s6,Am,Am,Am,Am,Am,Am,Am,Am,C
The Sky,F,F,F,F,Dm,Dm,Dm,Dm,A,A,A,A,A,A,C/E,C_M7/B,F,F,F,F,C,C,C,C,A,A,A,A,A,A,C/E,C_M7/B,F
This Is What You Came For,Am,Am,Am,Am,F/A,F/A,F/A,F/A,G/A,G/A,G/A,G/A,Am_7,Am_7,Am_7,Am_7,Am,Am,Am,Am,F/A,F/A,F/A,F/A,G/A,G/A,G/A,G/A,Am_7,Am_7,Am_7,Am_7,Am
Titanium,F,F,F,F,G,G,G,G,Em,Em,Em,Em,Am,Am,Am,Am,F,F,F,F,G,G,G,G,Em,Em,Em,Em,Am,Am,Am,Am,C
To U,Am,Am,Am,Am,Am,Em,Em,Em,Dm_7,Dm_7,Dm_7,Dm_7,F,F,G_s2,G_s2,Am,Am,Am,Am,Am,Em,Em,Em,Dm_7,Dm_7,Dm_7,Dm_7,F,F,G_s2,G_s2,Am
Tolouse,Am,G,F,F,F,F,Dm_7,Dm_7,F,G,Am,Am,Am,G,Am,Am,Am,G,F,F,F,F,Dm_7,Dm_7,F,G,Am,Am,Am,G,Am,Am,Am
Two To One,Dm,Dm,C,C,F_2,F_2,F_2,F_2,G,G,G,G,Dm,Dm,Dm,Dm,Dm,Dm,C,C,F_2,F_2,F_2,F_2,G,G,G,G,Dm,Dm,Dm,Dm,Dm
Under Control,F,F,F,F,Dm,Dm,Dm,Dm,Am,Am,Am,Am,G,G,G,G,F,F,F,F,Dm,Dm,Dm,Dm,Am,Am,Am,Am,G,G,G,G,F
Godzilla,Am,Am,Am/C,Bhdim,Am,Am,Am/C,Bhdim,Am,Am,Am/C,Bhdim,Am,Am,E/C,E/B,Am,Am,Am/C,Bhdim,Am,Am,Am/C,Bhdim,Am,Am,Am/C,Bhdim,Am,Am,E/C,E/B,Am
The Box,Em,Em,Em,Em,Em/F,Em,Em,Em,Am_7,Am_7,Am_7,Am_7,D/A,D/B,D/F#,D/F#,Em,Em,Em,Em,Em/F,Em,Em,Em,Am_7,Am_7,Am_7,Am_7,D/A,D/B,D/F#,D/F#,Em
Psycho pt2,F_M9,F_M9,F_M9,F_M9,Em_11,Em_11,Em_11,Em_11,F_M9,F_M9,F_M9,F_M9,Em_11,Em_11,Em_11,Em_11,F_M9,F_M9,F_M9,F_M9,Em_11,Em_11,Em_11,Em_11,F_M9,F_M9,F_M9,F_M9,Em_11,Em_11,Em_11,Em_11,F
Life Is Good 1,Am,Am,Am,Am,Em/G,Em/G,Em/G,Em/G,F_s6,F_s6,F_s6,F_s6,Em/B,Em/G,Em/G,Em/G,Am,Am,Am,Am,Em/G,Em/G,Em/G,Em/G,F_s6,F_s6,F_s6,F_s6,Em/B,Em/G,Em/G,Em/G,Am
Life Is Good 2,Am,Am,Am,Am,Am,Am,F/A,F,Am,Am,Am,Am,Am,Am,F/A,F,Am,Am,Am,Am,Am,Am,F/A,F,Am,Am,Am,Am,Am,Am,F/A,F,Am
Psycho,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,F_M9,C
Congratulations,F_M9,F_M9,F_M9,F_M9,C_M7,C_M7,C_M7,C_M7,F_M9,F_M9,F_M9,F_M9,C_M7,C_M7,C_M7,C_M7,F_M9,F_M9,F_M9,F_M9,C_M7,C_M7,C_M7,C_M7/G,F_M9,F_M9,F_M9,F_M9,C_M7,C_M7,C_M7,C_M7/G,F
Wow,Am,Am,Am,Am/C,Am,Am,Am,Am/C,Am,Am,Am,Am/C,Em,Em,Em,Em/G,Am,Am,Am,Am/C,Am,Am,Am,Am/C,Am,Am,Am,Am/C,Em,Em,Em,Em/G,Am
White Iverson,F_2,F_2,F_2,F_2,F_2,G_2,G_2,G_2,C_M7,C_M7,C_M7,C_M7,C_M7,C_M7/G,C_M7/G,C_M7/G,F_2,F_2,F_2,F_2,F_2,G_2/D,G_2/D,G_2/D,C,C,C,C,C,C,C_M7/G,C_M7/G,F
Take What You Want,Am,Am,Em/B,Em/B,C,C,F,F,Am,Am,F#hdim,F#hdim,F,F,E_7,E_7,Am,Am,Em/B,Em/B,C,C,F,F,Am,Am,F#hdim,F#hdim,F,F,E_7,E_7,Am
Rockstar,Am,Am,Am_4,Am_4,Am,Am,Am_2_s4,Am_2_s4/C,F_M7,F_M7,F_6,F_6,F,F,F_6_s#4,F_6_s#4,Am,Am,Am_4,Am_4,Am,Am,Am_2_s4,Am_2_s4/C,F_M7,F_M7,F_6,F_6,F,F,F_6_s#4,F_6_s#4,Am
Goodbyes,C,C,C,C,E_7,E_7,E_7,E_7,Am,Am,Am,Am,F,F,F,F,C,C,C,C,E_7,E_7,E_7,E_7,Am,Am,Am,Am,F,F,F,F,C
I Don't Like,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am,Am,Dm_9,E_b9/G#,Am
Love Sosa,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,Am,Am,F/A,F,
Trap Queen,Am,Am,G,Em,Am,Am,G,Em,Am,Am,G,Em,Dm,C,Dm_7_s2,Am/E,Am,Am,G,Em,Am,Am,G,Em,Am,Am,G,Em,Dm,C,Dm_7_s2,Am/E,Am
679,F,F,Em,Em,Am,Am,C,C/E,F,F,Em,Em,Am,Am,Am,Am,F,F,Em,Em,Am,Am,C,C/E,F,F,Em,Em,Am,Am,Am,Am,Am
Mask Off,Am,Am,Dm,Dm,Em,Em,Am,Am,Am,Am,Dm,Dm,Em,Em,Am,Am,Am,Am,Dm,Dm,Em,Em,Am,Am,Am,Am,Dm,Dm,Em,Em,Am,Am,Am
9021,Em,Em,Em,Em_7,F,F,Dm,Dm_7,Em,Em,Em,Em_7,F,F,Dm,Dm_7,Em,Em,Em,Em_7,F,F,Dm,Dm_7,Em,Em,Em,Em_7,F,F,Dm,Dm_7,Em
No Hands,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am,Am,G,G,Am
Headlines,Dm,Dm,Em,Em,F,F,F,Em,Dm,Dm,Em,Em,F,F,F,Em,Dm,Dm,Em,Em,F,F,F,Em,Dm,Dm,Em,Em,F,F,F,Em,F
Marvin's Room,F,F,F,F,G,G,G,G,Am,Am,Am,Am,C,C,C,C,F,F,F,F,G,G,G,G,Am,Am,Am,Am,C,C,C,C,F
Pop Style,Am,Am,G#dim,G#dim,Am,Am,G#dim,G#dim,Am,Am,G#dim,G#dim,F,F,G#dim,G#dim,Am,Am,G#dim,G#dim,Am,Am,G#dim,G#dim,Am,Am,G#dim,G#dim,F,F,G#dim,G#dim,Am
Duppy Freestyle,Am,Am,Am,Am,Am,Am,Am,Am,F,F,F,F,F,F,F,F,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Am,Am,Am,Am,Am,Am,Am,Am,Am
In My Feelings,F,F,Em,Em,Em,Em,Em,Em,F,F,Em,Em,Em,Em,Em,Em,F,F,Em,Em,Em,Em,Em,Em,F,F,Em,Em,Em,Em,Em,Em,F
straight coolin,Em,Em,Em,Em,G,G,F,F,Em,Em,Em,Em,G,G,Dm,Dm,Em,Em,Em,Em,G,G,F,F,Em,Em,Em,Em,Em,Em,Dm_7,Em,Em
Smoke,Am,Am,Am,Am,E,E,E,E,Am,Am,Am,Am,E,E,E,E,Am,Am,Am,Am,E,E,E,E,Am,Am,Am,Am,E,E,E,E,Am
Drip,Am,Am,Am,Am,Dm,Dm,Dm_7,Dm_7,E,E,E,E,Am_M9/C,Am_M9/C,Am_M9/C,Am_M9/C,Am,Am,Am,Am,Dm,Dm,Dm_7,Dm_7,E,E,E,E,Am_M9/C,Am_M9/C,Am_M9/C,Am_M9/C,Am
Gonzo,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am,Am,Am,G#dim,Am
Lurking,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em
Roll One,Am,Am,E_7,E_7,F,F,E_7,E_7,Am,Am,E_7,E_7,F,F,E_7,E_7,Am,Am,E_7,E_7,F,F,E_7,E_7,Am,Am,E_7,E_7,F,F,E_7,E_7,Am
THE WORLD IS YOURS,Am,Am,Am_s2,Am_s2,E_7,E_7,Am_s2,Am_s2,Am,Am,Am_s2,Am_s2,E_7,E_7,F,F,Am,Am,Am_s2,Am_s2,E_7,E_7,Am_s2,Am_s2,Am,Am,Am_s2,Am_s2,E_7,E_7,F,F,Am
The Struggle,Am,Am,Am,Am,F,F,G,G,Am,Am,Am,Am,F,F,Em_s4,Em,Am,Am,Am,Am,F,F,G_6,G_6,Am,Am,Am,Am,F,F,Em_s4,Em,Am
NEVER SCARED,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Dm,Dm,Dm,Dm,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Dm,Dm,Dm,Dm,Em
KILL ON SIGHT,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em,Em,Em,F,Em
Street Code,Em,Em,Em,Em/G,Em,Em,F,F,Em,Em,Em,Em/G,Em,Em,F,F,Em,Em,Em,Em/G,Em,Em,F,F,Em,Em,Em,Em/G,Em,Em,F,F,Em
Got Da Strap,Am,Am,Am,Am,F,F,Dm,Dm,Am,Am,Am,Am,F,F,Dm,Dm,Am,Am,Am,Am,F,F,Dm,Dm,Am,Am,Am,Am,F,F,Dm,Dm,Am
Idol,Am,Am,F,F,Dm,Dm,Em,Em,Am,Am,F,F,Dm,Dm,Em,Em,Am,Am,F,F,Dm,Dm,Dm,Dm,Am,Am,F,F,Dm,Dm,Em,Em,Am
My Clique,Bm,Bm,Bm/D,Bm/D,G_s4_(b9),G_s4_(b9),G_s4_(b9)/C,G_s4_(b9)/C,Bm,Bm,Bm,Bm,G_s4_(b9),G_s4_(b9),G_s4_(b9),G_s4_(b9),Bm,Bm,Bm,Bm,G_s4_(b9),G_s4_(b9),G_s4_(b9),G_s4_(b9),Bm,Bm,Bm,Bm,G_s4_(b9),G_s4_(b9),G_s4_(b9),G_s4_(b9),Am
THESE STREETS,Am,Am,Am,Am_7/G,F,F,G_9_s4,G_9_s4,Am,Am,Am,Am_7/G,F,F,G_9_s4,G_9_s4,Am,Am,Am,Am_7/G,F,F,G_9_s4,G_9_s4,Am,Am,Am,Am_7/G,F,F,G_9_s4,G_9_s4,Am
BACK AT IT,Am,Am,Am,Am,Am,Am,Am,Am/C,Am,Am,Am,Am,Am/C,Am/C,Dm,Em_s4,Am,Am,Am,Am,Am,Am,Am,Am/C,Am,Am,Am,Am,Am/C,Am/C,Dm,Em_s4,Am
LIKE A MOVIE,Am,Am,Em,Em,F_M7,F_M7,Em,Em,Am,Am,Em,Em,F_M7,F_M7,Em,Em,Am,Am,Em,Em,F_M7,F_M7,Em,Em,Am,Am,Em,Em,F_M7,F_M7,Em,Em,Am
CAN'T SEE ME,Em,Em,F,F,Dm,Dm,Em,Em,Em,Em,F,F,Dm,Dm,Em,Em,Em,Em,F,F,Dm,Dm,Em,Em,Em,Em,F,F,Dm,Dm,Em,Em,Em
FLOOD THE BLOCK,Em,Em_s4,Em,C,Em,Em_s4,Em,C,Em,Em_s4,Em,C,Em,Em,Em,Em,Em,Em_s4,Em,C,Em,Em_s4,Em,C,Em,Em_s4,Em,C,Em,Em,Em,Em,Em
STILL DOIN' IT,Am,Am,Am,Am,Am,Am,Am,Am/C,Am,Am,Am,Am,Dm,Dm,Dm,Dm,Am,Am,Am,Am,Am,Am,Am,Am/C,Am,Am,Am,Am,Dm,Dm,Dm,Dm,Am
Back Talk,Am,Am,Am,Am,Am,Am,Am,Am_7,Am,Am,Am,Am,Am,Am,Am,Am_7,Am,Am,Am,Am,Am,Am,Am,Am_7,Am,Am,Am,Am,Am,Am,Am,Am_7,Am
Hang up,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Em,Em,Em,Em,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Am,Em,Em,Em,Em,Am
FULL CLIP,Am,Am,Am/C,G_Mix_s4,Am,Am,Am/C,G_Mix_s4,Am,Am,Am/C,G_Mix_s4,F,F,G_9_s4,G_9_s4,Am,Am,Am/C,G_Mix_s4,Am,Am,Am/C,G_Mix_s4,Am,Am,Am/C,G_Mix_s4,F,F,G_9_s4,G_9_s4,Am
DRAMA SETTER,Am,Am,Am,Am,G,G,G,G,Am,Am,Am,Am,G,G,Am/C,G/B,Am,Am,Am,Am,G,G,G,G,Am,Am,Am,Am,G,G,Am/C,G/B,Am
CREEPIN’,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,E,E,E_7_v4b6,F,Em
HIT IT,Am,Am,G,G,Am,Am,G,Em,Am,Am,G,G,Am,Am,G,Em,Am,Am,G,G,Am,Am,G,Em,Am,Am,G,G,Am,Am,G,Em,Am
True Story,Em_7_s4,Em_7_s4,F_M13,F_M7,Dm_7_s4,Dm_7_s4,F_M13,F_M7,Em_7_s4,Em_7_s4,F_M13,F_M7,Dm_7_s4,Dm_7_s4,F_M13,F_M7,Em_7_s4,Em_7_s4,F_M13,F_M7,Dm_7_s4,Dm_7_s4,F_M13,F_M7,Em_7_s4,Em_7_s4,F_M13,F_M7,Dm_7_s4,Dm_7_s4,F_M13,F_M7,Em
We Will Rise,Am,Am,G,G,F_M7,F_M7,F_M7,F_M7,Am,Am,G,G,F_M7,F_M7,F_M7,F_M7,Am,Am,G,G,F_M7,F_M7,F_M7,F_M7,Am,Am,G,G,F_M7,F_M7,F_M7,F_M7,Am
Mellow Out,F_M7,F_M7,Em_7,Em_7,C_M7,C_M7,Am_7,Am_7,F_M7,F_M7,Em_7,Em_7,C_M7,C_M7,Am,Am,F_M7,F_M7,Em_7,Em_7,C_M7,C_M7,Am_7,Am_7,F_M7,F_M7,Em_7,Em_7,C_M7,C_M7,Am,Am,F
Vulnerable,Am,Am,Am,Am,Am/C,Am/C,Em_s4,Em_s4,Am,Am,Am,Am,Am/C,Am/C,Em_s4,Em_s4,Am,Am,Am,Am,Am/C,Am/C,Em_s4,Em_s4,Am,Am,Am,Am,Am/C,Am/C,Em_s4,Em_s4,Am
Save Me,F_M9,F_M9,F_M7,Dm_11,Am_7,Am_7,Am_7,C,F_M9,F_M9,F_M7,Dm_11,Am_7,Am_7,Am_7,C,F_M9,F_M9,F_M7,Dm_11,Am_7,Am_7,Am_7,C,F_M9,F_M9,F_M7,Dm_11,Am_7,Am_7,Am_7,C,Am
LOYALTY,Am,Am,Am,Dm_6_s2,Am,Am,Am,Dm_6_s2,Am,Am,Am,Dm_6_s2,F,F,G_7,G_7,Am,Am,Am,Dm_6_s2,Am,Am,Am,Dm_6_s2,Am,Am,Am,Dm_6_s2,F,F,G_7,G_7,Am
HOLLA DAZE,Am,Am,E,E,F,F,E,E,Am,Am,E,E,F,F,E,E,Am,Am,E,E,F,F,E,E,Am,Am,E,E,F,F,E,E,Am
Epitaph,G_s2,G,G,G,F,F_6,F_6,F_6,G_s2,G,G,G,F,F_6,F_6,F_6,G_s2,G,G,G,F,F_6,F_6,F_6,G_s2,G,G,G,F,F_6,F_6,F_6,G
Amu norae,Dm_9,Dm_9,Dm_9,Dm_9,G_Mix,G_Mix,G_Mix,G_Mix,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,Dm_9,Dm_9,Dm_9,Dm_9,G_Mix,G_Mix,G_Mix,G_Mix,C_M9,C_M9,C_M9,C_M9,A_Hmp5,A_Hmp5,A_Hmp5,A_7,C
On - 1,Am,Am,Am,Am,Am_7/G,Am_7/G,Am_7/G,Am_7/G,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Am,Am,Am,Am,Am_7/G,Am_7/G,Am_7/G,Am_7/G,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Am
On - 2,Am,Am,Am,Am,Am_7/G,Am_7/G,Am_7/G,Am_7/G,Dm_7,Dm_7,Dm_7,Dm_7,Dm_11,Dm_11,Em/G,E/G#,Am,Am,Am,Am,Am_7/G,Am_7/G,Am_7/G,Am_7/G,Dm_7,Dm_7,Dm_7,Dm_7,Dm_11,Dm_11,Em/G,E/G#,Am
Meteo,F,F,G,G,C,C,Am,Am,F,F,G,G,C,C,Am,Am,F,F,G,G,C,C,Am,Am,F,F,G,G,C,C,Am,Am,C
Black Swan,F_M7,F_M7,Dm,Dm,Am,Am,Am_7/G,Am_7/G,F_M7,F_M7,Dm,Dm,Am,Am,Am_7/G,Am_7/G,F_M7,F_M7,Dm,Dm,Am,Am,Am_7/G,Am_7/G,F_M7,F_M7,Dm,Dm,Am,Am,Am_7/G,Am_7/G,F
Zero O’Clock,C,C,C,C,Em,Em,Em,Em,F,F,F,F,Fm,Fm,Fm,Fm,C,C,C,C,Em,Em,Em,Em,F,F,F,F,Fm,Fm,Fm,Fm,C
Eotteoke jinae,C,C,E,E/G#,Am_7,Am_7,Fm_6,Fm_6,C,C,E,E/G#,Am_7,Am_7,Fm_6,Fm_M7,C,C,E,E/G#,Am_7,Am_7,Fm_6,Fm_6,C,C,E,E/G#,Am_7,Am_7,Fm_6,Fm_M7,C
Amadu,C,C,C/G,C/G,Am_7,Am_7,Am_7,Am_7/G,Dm,Dm,Dm,Dm,G_9,G_9,G_9,G_9/D,C,C,C,C/G,Am_7,Am_7,Am_7,Am_7/G,Dm,Dm,Dm,Dm,G_9,G_9,G_9,G_9,C
Bireosseo,C,C,E_7,E_7,Am,Am,F,F,C,C,E_7,E_7,Am,Am,F,F,C,C,E_7,E_7,Am,Am,F,F,C,C,E_7,E_7,Am,Am,F,F,C
Respect,F_M9,F_M9,F_M9,F_M9,Em_7,Em_7,Gm_7,Am_7,F_M9,F_M9,F_M9,F_M9,Em_7,Em_7,Gm_7,Am_7,F_M9,F_M9,F_M9,F_M9,Em_7,Em_7,Gm_7,Am_7,F_M9,F_M9,F_M9,F_M9,Em_7,Em_7,Gm_7,Am_7,F
Don call me,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,Dm_9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C
dding,Am,Am,Dm/A,Dm/A,E_7_s4,E_7_s4,E,E,Am,Am,Dm/A,Dm/A,E_7_s4,E_7_s4,E,E,Am,Am,Dm/A,Dm/A,E_7_s4,E_7_s4,E,E,Am,Am,Dm/A,Dm/A,E_7_s4,E_7_s4,E,E,Am
Snow,C,C,E,E,Am,Am,F,F_M9,C,C,E,E,Am,Am,F,F_M9,C,C,E,E,Am,Am,F,F_M9,C,C,E,E,Am,Am,F,F_M9,C
BEACH RHYTHM,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,Am_7,Am_7,Dm_7,Dm_7,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,C_M9,Am_7,Am_7,Dm_7,Dm_7,C
BROKEN,C_M7,C_M7,C_M7,C_M7,Em,Em,F_s2,F_s2,C_M7,C_M7,C_M7,C_M7,Em,Em,F_s2,F_s2,C_M7,C_M7,C_M7,C_M7,Em,Em,F_s2,F_s2,C_M7,C_M7,C_M7,C_M7,Em,Em,F_s2,F_s2,C
fate,F_M7,F_M7,E_7,E_7,Am,Am,Am,Am,F_M7,F_M7,E_7,E_7,Am,Am,Am,Am,F_M7,F_M7,E_7,E_7,Am,Am,Am,Am,F_M7,F_M7,E_7,E_7,Am,Am,Am,Am,Am
Amen,Em_7,Em_7,C,C,Am_7,Am_7,F_M7,Dm_7,Em_7,Em_7,C,C,Am_7,Am_7,F_M7,Dm_7,Em_7,Em_7,C,C,Am_7,Am_7,F_M7,Dm_7,Em_7,Em_7,C,C,Am_7,Am_7,F_M7,Dm_7,C
FADING AWAY,G,G,Eb_2,Eb_2,G,G,Eb_2,Eb_2,G,G,Eb_2,Eb_2,Bb_6,Bb_6,Bb_6,Bb_M7,G,G,Eb_2,Eb_2,G,G,Eb_2,Eb_2,G,G,Eb_2,Eb_2,Bb_6,Bb_6,Bb_6,Bb_M7,G
